timestamp_s,rollspeed,pitchspeed,yawspeed
4.86,0.00014660716,1.740016e-05,-9.923135e-05
4.864,0.0007087338,-1.642746e-05,-0.00024795101
4.872,0.0011663891,-1.7357976e-05,-0.00038021023
4.88,0.00040080986,0.0012311816,-0.0011297315
4.892,-0.000650933,0.0002638289,-6.780717e-05
4.9,-2.1471813e-05,-0.00058081397,0.0007973549
4.912,-0.00030205149,0.00040624256,0.00044814404
4.92,-0.0007123451,-0.00011151268,-0.00077099755
4.932,0.00074843655,0.00016863157,0.001062607
4.944,0.00014401914,0.0001028974,0.00011597652
4.952,-0.00033428546,0.00033069192,0.00086437125
4.96,-0.00046770123,0.0007838827,0.000626334
4.972,-0.0001424136,-0.00019038624,-0.0002884229
4.98,0.0005129616,-0.00010798898,-0.00016347376
4.992,0.0002732208,0.0002757496,-0.00075359864
5.0,0.00021394406,-0.0008265712,-0.00032841606
5.012,-0.0007679395,-0.00037594227,-0.00017620758
5.02,-2.178528e-05,0.00051662885,0.00031421648
5.032,-0.00042050213,-0.0003045342,-0.0003035465
5.04,-0.00010486599,0.00011556745,-0.0006329433
5.052,-7.8045974e-05,0.00055282674,-0.00065222685
5.06,0.0010519561,-0.00024965528,-0.00041167106
5.072,0.0010715305,0.0003767301,0.0005242431
5.08,0.00058213354,0.00030036236,0.00051452016
5.092,0.00051202247,0.0009556254,-0.00094144966
5.1,0.00039351024,0.00017401106,-0.0010607133
5.112,-0.00032321512,-7.654681e-05,-0.0003096307
5.12,-0.00013267618,0.00014667818,-0.0003718976
5.132,4.3028092e-05,-0.00022759724,-0.00015738192
5.14,-0.0005773307,0.0003626723,2.1626964e-05
5.152,-0.0012470903,-0.0001178463,0.00019787758
5.16,-0.00036883773,8.141245e-05,-0.00065921084
5.172,0.00080474437,0.00015183845,-0.0003783899
5.18,-0.0002731571,-0.00018091185,5.6268138e-05
5.192,-0.0003093197,-0.0005053686,0.00015600717
5.2,-0.000102765414,-0.0005309736,0.00013135883
5.212,-0.00026400675,0.00045670522,0.000383689
5.22,-0.000109046596,0.0002577945,-0.00015476295
5.232,-0.0006195611,-0.000323209,-0.0004518462
5.24,-0.0010570271,-0.000116547155,-0.00057613495
5.252,0.00031198168,-0.0009474971,0.00014402032
5.26,-0.0002271549,-0.0008074901,3.570712e-05
5.272,-0.00010055637,-0.00030885212,-0.0008260219
5.28,-0.00046298795,0.00058238325,0.00031985968
5.292,0.00087026856,0.00064099417,-9.363921e-06
5.3,-0.00040113585,0.0005922874,-0.0005558345
5.312,-0.00044260014,-0.00027098582,7.18287e-05
5.32,-0.00030618484,0.0002474381,-0.00029715605
5.332,0.0004528388,0.0008937848,0.00010432436
5.34,-0.00030999162,0.00080402533,-0.00022880016
5.352,-0.00032953743,0.00020453786,0.0003138194
5.36,-0.00074961974,0.00013349895,-0.00015636047
5.372,-0.0008353313,-0.000105156265,-0.0005928836
5.38,0.00010383296,-0.00047896706,-0.00042271617
5.392,0.00018952288,0.00047547443,0.00017960319
5.4,-0.000649028,0.0011213993,-0.00060741045
5.412,-0.000107481705,-0.0001376644,-0.00016491051
5.42,0.0004033241,-0.00018139379,-9.7087184e-05
5.432,0.00018414992,0.000101862686,-0.0015817448
5.44,0.00044161777,0.0004759087,-0.0013292136
5.452,-0.0006190285,1.3029708e-05,0.0004722735
5.46,0.0002811131,0.000692339,0.00025000377
5.472,0.0007502703,0.0003051647,-0.000992019
5.48,0.00089524454,-4.7664485e-05,-0.0010240667
5.492,-0.00058230135,-0.00030705097,-0.00023103626
5.5,0.0004639221,0.0001369536,0.0003211282
5.512,0.00071089284,0.00032850224,-0.00046653155
5.52,0.0011140668,1.4094509e-05,4.773217e-05
5.532,-7.5145166e-05,0.00042565938,0.0007354927
5.54,1.6819953e-05,0.0006235243,0.00031125374
5.552,0.00017403657,-0.0005901896,0.00019796922
5.56,0.0002375402,-0.00046920092,-0.00014231997
5.572,-0.00017653838,2.0840127e-05,-0.0010051937
5.58,0.00060698733,-0.00042098988,-0.00082803203
5.592,0.00019494246,-0.00021458881,-0.00044324924
5.6,0.0009809443,0.0008119114,-0.0002987558
5.612,0.00086294475,2.9246927e-05,-0.00011709066
5.62,5.536733e-06,5.318221e-05,-0.00043016035
5.632,0.0006276193,0.00015506755,0.00012821963
5.64,0.0011389218,-0.0009844564,0.00056340545
5.652,0.00012394604,0.0009041087,3.9713555e-05
5.66,-0.0003810248,-0.00059378805,0.0007909747
