timestamp_s,x,y,z
5.348,7.1961487e-10,5.5120566e-09,2.9671193e-07
5.356,-1.0800348e-07,-9.072584e-08,-1.561944e-07
5.364,-5.4267895e-07,-2.628984e-07,-4.7668175e-07
5.372,-1.2383875e-06,-3.072021e-07,-2.3938264e-07
5.38,-2.2539255e-06,2.674623e-08,3.4117056e-07
5.388,-3.458843e-06,5.6343436e-07,9.969899e-07
5.396,-5.040656e-06,1.1543752e-06,1.8033156e-06
5.404,-6.817453e-06,1.7661293e-06,2.9810471e-06
5.412,-9.315561e-06,2.3814778e-06,4.5386264e-06
5.42,-1.2499225e-05,2.7169592e-06,6.6083003e-06
5.428,-1.6294558e-05,3.281196e-06,9.37574e-06
5.436,-2.0739915e-05,4.4577278e-06,1.2579003e-05
5.444,-2.5614016e-05,5.7527504e-06,1.6157293e-05
5.452,-3.1188287e-05,7.054504e-06,2.044854e-05
5.46,-3.7026595e-05,8.229292e-06,2.5315054e-05
5.468,-4.3087177e-05,9.369375e-06,3.0634837e-05
5.476,-4.9583516e-05,1.0783043e-05,3.6515692e-05
5.484,-5.662295e-05,1.2351603e-05,4.292923e-05
5.492,-6.403394e-05,1.4282438e-05,4.9983835e-05
5.5,-7.4587624e-05,1.8666484e-05,5.8026384e-05
5.508,-7.983012e-05,1.899572e-05,6.257757e-05
5.516,-8.509143e-05,2.0082125e-05,6.74621e-05
5.524,-9.047897e-05,2.1795591e-05,7.252465e-05
5.532,-9.6180236e-05,2.333232e-05,7.799742e-05
5.54,-0.00010194763,2.4906487e-05,8.407464e-05
5.548,-0.00010791913,2.6518634e-05,9.0674e-05
5.556,-0.00011438529,2.8064656e-05,9.884159e-05
5.564,-0.00012123523,2.9432682e-05,0.00010736175
5.572,-0.00012858555,3.084347e-05,0.0001160932
5.58,-0.0001364024,3.1780135e-05,0.00012528028
5.588,-0.00014459426,3.2082837e-05,0.00013477031
5.596,-0.00015289587,3.2264852e-05,0.00014442911
5.604,-0.00016144356,3.239503e-05,0.00015471883
5.612,-0.00017027956,3.281696e-05,0.0001655984
5.62,-0.00017933457,3.350685e-05,0.00017697588
5.628,-0.00018845136,3.419446e-05,0.00018900148
5.636,-0.00019793907,3.5078727e-05,0.00020121103
5.644,-0.00020782184,3.6153328e-05,0.00021321661
5.652,-0.00021760669,3.7311238e-05,0.00022561802
5.66,-0.00022794968,3.8452545e-05,0.00023843418
5.668,-0.00023838377,3.9477996e-05,0.00025165555
5.676,-0.00024886933,4.069165e-05,0.000265132
5.684,-0.00025984377,4.2116735e-05,0.00027871216
5.692,-0.00027105372,4.372814e-05,0.0002923237
5.7,-0.0002826547,4.517634e-05,0.00030602247
5.708,-0.00029221555,4.6484813e-05,0.00032001812
5.716,-0.00030194497,4.7844584e-05,0.00033190532
5.724,-0.0003113259,4.886395e-05,0.0003433004
5.732,-0.0003201701,4.9534057e-05,0.00035432674
5.74,-0.00032835567,4.9791182e-05,0.0003645238
5.748,-0.00033612267,4.984807e-05,0.0003738471
5.756,-0.0003431971,5.0018276e-05,0.00038262736
5.764,-0.0003499289,5.0528954e-05,0.00039133037
5.772,-0.0003562779,5.1013645e-05,0.00039963308
5.78,-0.0003623202,5.1787873e-05,0.00040779586
5.788,-0.00036810382,5.2852825e-05,0.00041537936
5.796,-0.00037365148,5.4080494e-05,0.0004222469
5.804,-0.00037885451,5.5216417e-05,0.00042880853
5.812,-0.00038378354,5.6322566e-05,0.0004349028
5.82,-0.00038868198,5.7185367e-05,0.00044037975
5.828,-0.00039374386,5.789964e-05,0.00044517493
5.836,-0.00039860792,5.864893e-05,0.0004493696
5.844,-0.0004030653,5.937704e-05,0.00045302088
5.852,-0.00040713456,6.000509e-05,0.000456441
5.86,-0.00041086235,6.0569502e-05,0.00045905172
5.868,-0.0004147981,6.075276e-05,0.0004608017
5.876,-0.0004190043,6.055623e-05,0.00046202829
5.884,-0.00042309845,6.048252e-05,0.00046287276
5.892,-0.00042669824,6.0257196e-05,0.00046365967
5.9,-0.00042946983,5.9872495e-05,0.00046449425
5.908,-0.0004318867,5.9556653e-05,0.00046507161
5.916,-0.0004342238,5.9843504e-05,0.000465541
5.924,-0.00043637064,6.0114937e-05,0.00046580296
5.932,-0.0004382627,6.0494578e-05,0.0004657833
5.94,-0.000439894,6.0861476e-05,0.00046581312
5.948,-0.0004410313,6.0866376e-05,0.00046577313
5.956,-0.00044209417,6.045726e-05,0.00046571408
5.964,-0.0004430202,6.0020007e-05,0.0004656481
5.972,-0.00044351837,5.9454735e-05,0.0004653121
5.98,-0.0004434945,5.884873e-05,0.0004650641
5.988,-0.00044308408,5.852707e-05,0.0004649573
5.996,-0.00044246696,5.8254536e-05,0.0004648067
6.004,-0.00044196506,5.8051544e-05,0.00046446928
6.012,-0.0004416539,5.739749e-05,0.0004639104
6.02,-0.00044120706,5.6437944e-05,0.00046320003
6.028,-0.0004403934,5.551117e-05,0.00046245137
6.036,-0.00043963798,5.4304393e-05,0.00046170893
6.044,-0.00043866664,5.3285545e-05,0.0004610172
6.052,-0.00043733863,5.227492e-05,0.00045991637
6.06,-0.00043575265,5.1033643e-05,0.00045832124
6.068,-0.0004338441,4.9648977e-05,0.00045661733
6.076,-0.00043173422,4.841397e-05,0.000454847
6.084,-0.00042927335,4.696086e-05,0.00045289478
6.092,-0.0004272843,4.5380744e-05,0.00045080762
6.1,-0.00042563528,4.3803542e-05,0.00044903308
