timestamp_s,roll_deg,pitch_deg,yaw_deg
3.916,0.012291255,-0.014736407,0.0026097884
3.924,0.0120019745,-0.014794374,0.0024061145
3.932,0.011614448,-0.0147953145,0.0021801996
3.936,0.011192499,-0.014733642,0.002199017
3.94,0.011018913,-0.014713981,0.0021602036
3.944,0.010896412,-0.014869891,0.002251092
3.948,0.01061865,-0.014908348,0.0022767223
3.956,0.009991471,-0.014466815,0.0019018076
3.956,0.009570839,-0.014278538,0.0021017985
3.96,0.009202221,-0.014209141,0.0023769028
3.964,0.009152897,-0.0140312025,0.0023923197
3.968,0.009137984,-0.013873827,0.0023566645
3.972,0.008994624,-0.013772322,0.0024447555
3.976,0.008695273,-0.013363019,0.002516471
3.98,0.008371743,-0.012937986,0.0026146488
3.984,0.008074003,-0.012827416,0.0025508127
3.988,0.007925592,-0.0126698045,0.0024461274
3.992,0.008016428,-0.012506354,0.0025215952
3.996,0.007912853,-0.012459905,0.0026120404
4.0,0.007681437,-0.012391451,0.0025974757
4.004,0.007561396,-0.012450853,0.0025710647
4.008,0.0075025028,-0.012419272,0.0026344415
4.012,0.007073651,-0.012305898,0.0028690014
4.016,0.0065789144,-0.012304252,0.0029607238
4.02,0.006474489,-0.012318875,0.0030290475
4.024,0.006330705,-0.012327677,0.0031291505
4.028,0.0060862047,-0.012442163,0.0031363557
4.032,0.0058447574,-0.0122271385,0.0030992425
4.036,0.0056677815,-0.0118780695,0.0030036077
4.04,0.005684073,-0.012006554,0.0030788288
4.044,0.0058114934,-0.011998984,0.0030987565
4.048,0.0058431174,-0.011836852,0.0029679951
4.052,0.005816347,-0.011872514,0.0030017453
4.056,0.0057153087,-0.01190437,0.0029391076
4.06,0.0056709694,-0.011893639,0.00265088
4.064,0.0056468737,-0.011978512,0.002475479
4.068,0.0054532057,-0.012127473,0.0025336982
4.072,0.0052470905,-0.012153294,0.0025755146
4.076,0.0050283433,-0.012016559,0.002650685
4.08,0.004949526,-0.011921194,0.0027916105
4.084,0.004792074,-0.012103786,0.0029686138
4.088,0.0045198984,-0.012300172,0.0032396645
4.092,0.004343615,-0.012187427,0.003475037
4.096,0.004065506,-0.01210012,0.0035574266
4.1,0.0038934282,-0.012112383,0.0035692193
4.104,0.0038272361,-0.011982929,0.0036956628
4.108,0.0036432133,-0.011849396,0.0037441824
4.112,0.0035152915,-0.011835779,0.0040054233
4.116,0.003322609,-0.011664775,0.0044137826
4.12,0.0033119426,-0.011355777,0.0046328777
4.124,0.0032240069,-0.0111293765,0.0046943426
4.128,0.0027463788,-0.010953036,0.004899378
4.132,0.0020540394,-0.010974782,0.0051684617
4.136,0.0016750832,-0.010795029,0.005140891
4.14,0.0012749678,-0.010587632,0.0052427775
4.144,0.0009611669,-0.01044435,0.005264746
4.148,0.0008026211,-0.0104032,0.0053034215
4.152,0.000787318,-0.010348716,0.005425305
4.156,0.00077106815,-0.010244707,0.0054207067
4.16,0.0006812818,-0.010137565,0.0055161575
4.164,0.00030135122,-0.010114718,0.0054945666
4.168,-0.00031514556,-0.0101616,0.0053153452
4.172,-0.0007392995,-0.010008752,0.005214607
4.176,-0.0008478191,-0.009923919,0.0051718857
4.18,-0.00075323595,-0.009866589,0.0051605254
4.184,-0.00087912346,-0.00973342,0.0052140886
4.188,-0.0011033317,-0.0095696775,0.005272951
4.192,-0.0011122248,-0.009368361,0.005289837
4.196,-0.0010069818,-0.009360945,0.0055000293
4.2,-0.0011798821,-0.009372369,0.0055043153
4.204,-0.0016002896,-0.009299029,0.005433219
4.208,-0.0017376655,-0.009350465,0.0056690346
4.212,-0.0015764638,-0.00951054,0.0057340367
4.216,-0.0013686422,-0.009712275,0.0056020413
4.22,-0.0013330629,-0.009786869,0.0055184746
4.224,-0.0013757861,-0.010012065,0.005373846
4.228,-0.0012395806,-0.010219413,0.0051773335
4.232,-0.001205101,-0.009994501,0.0052028643
4.236,-0.0013883049,-0.009696191,0.0054864627
4.24,-0.0016708066,-0.009438778,0.005642197
4.244,-0.001882002,-0.009209826,0.0055373707
4.248,-0.0017231614,-0.009023885,0.0053086714
4.252,-0.001563534,-0.008896596,0.004974981
4.256,-0.0016106298,-0.0087199705,0.004954059
4.26,-0.0017592937,-0.008633141,0.005212973
4.264,-0.002041045,-0.008620496,0.0053274077
4.268,-0.0022966284,-0.00859491,0.0052589704
4.272,-0.0023035058,-0.008598439,0.0050833565
4.276,-0.0022256875,-0.0085689165,0.004970309
4.28,-0.0023662483,-0.00850493,0.0049858144
4.284,-0.0024058253,-0.008432756,0.0051447544
4.288,-0.0022873478,-0.008298591,0.005311824
4.292,-0.0022668298,-0.008193401,0.0053670644
4.296,-0.002284838,-0.008194143,0.005292244
4.3,-0.0024988276,-0.0083569065,0.0052847187
4.304,-0.0026785801,-0.008675184,0.005397711
4.308,-0.0025695292,-0.008722214,0.005511179
4.312,-0.0024972586,-0.008455485,0.0053957137
4.316,-0.0024503057,-0.008111331,0.0052186293
4.32,-0.002347428,-0.00781285,0.0052300678
4.324,-0.0024375871,-0.0075646434,0.005297844
4.328,-0.00252861,-0.007422186,0.005321201
4.332,-0.0025098266,-0.0074579576,0.00539878
4.336,-0.0023538955,-0.007514922,0.0054845936
4.34,-0.0021964544,-0.0074558672,0.0054102987
4.344,-0.002220186,-0.0072533404,0.0053749136
4.348,-0.0025043802,-0.007125365,0.005288205
4.352,-0.0028267326,-0.007078501,0.0051536886
4.356,-0.0030524,-0.007049962,0.004949185
4.36,-0.0032252658,-0.0069493176,0.004683124
4.364,-0.0034222205,-0.0068594203,0.004534707
4.368,-0.0035254522,-0.0067801215,0.0044614957
4.372,-0.0033369705,-0.006444658,0.004446998
4.376,-0.0030906792,-0.006201836,0.0043577664
4.38,-0.0030234363,-0.006076339,0.0040925574
4.384,-0.0028791197,-0.0059655397,0.003883633
4.388,-0.0027968292,-0.005844162,0.0039597335
4.392,-0.0027903784,-0.0055861673,0.0038706034
4.396,-0.0026159785,-0.0053125126,0.0035663974
4.4,-0.0023847918,-0.0050987382,0.0034360508
4.404,-0.0022690508,-0.005114296,0.0031485618
4.408,-0.002294758,-0.005050124,0.0027702665
4.412,-0.0022479412,-0.004812628,0.0027135476
4.416,-0.0021514695,-0.0046846485,0.0027514861
4.42,-0.002159368,-0.004559841,0.0025759744
4.424,-0.0023420148,-0.004424776,0.0023129215
4.428,-0.0025878865,-0.004280221,0.0020408174
4.432,-0.0028021873,-0.004073027,0.0018495878
4.436,-0.002904658,-0.0038448018,0.001964591
4.44,-0.002950782,-0.003793803,0.002202474
4.444,-0.0028587028,-0.0038866643,0.002085084
4.448,-0.0027020727,-0.004008832,0.0019132076
4.452,-0.0027448665,-0.0041216244,0.002058166
4.456,-0.002815254,-0.0041133664,0.0020149234
4.46,-0.0027033235,-0.0040089674,0.0020096083
4.464,-0.002742614,-0.0037724683,0.0022875427
4.468,-0.002892293,-0.0034740204,0.002334622
4.472,-0.0028000132,-0.003312296,0.0022408564
4.476,-0.0025759174,-0.0034803755,0.0022049304
4.48,-0.0024865002,-0.00373214,0.0021477286
4.484,-0.0024751935,-0.0037767768,0.0022429992
4.488,-0.0023065924,-0.0037651104,0.0023242387
4.492,-0.0020923268,-0.0037784197,0.0023126008
4.496,-0.0019994737,-0.003737105,0.0024268099
4.5,-0.0019402776,-0.003539974,0.0024545724
4.504,-0.0017886941,-0.0033089865,0.0024959457
4.508,-0.00166846,-0.003366821,0.002535135
4.512,-0.0016407698,-0.0036226374,0.002531494
4.516,-0.0016332312,-0.003725379,0.002495798
4.52,-0.0016471364,-0.0035971634,0.0023755245
4.524,-0.0017473905,-0.003444014,0.0023614932
4.528,-0.0018776945,-0.0035068684,0.0023169192
4.532,-0.0019322295,-0.0034601893,0.0022114913
