timestamp_s,rollspeed,pitchspeed,yawspeed
3.828,-0.0007009744,0.0011467426,-0.0003513566
3.832,-0.0002511879,0.0008871551,-0.00056112325
3.84,-5.4630596e-05,-0.00016916187,-0.000484892
3.848,-0.0003380335,-0.00012543732,-0.0003189185
3.86,0.00020165923,0.0005989019,-0.00082770374
3.868,0.00077120186,0.00045300668,0.00022352138
3.876,0.0010546928,0.00044910688,0.00081156375
3.884,0.0007392774,-0.00018832376,-0.0003152983
3.908,0.00065064686,-8.6544605e-05,-8.2848426e-05
3.908,0.00049965514,-0.00019549724,0.00037994998
3.92,-0.00011822843,-0.00022928722,-0.00036527158
3.928,-0.00031451054,0.0011532144,-0.00071307085
3.952,-2.8487848e-05,0.00082828634,0.00029191392
3.956,0.00045917218,0.0013238555,-4.6252346e-05
3.964,0.00031882757,0.00064856606,-0.0009674273
3.972,0.00035876845,0.00027277487,-0.00059253554
3.984,6.9764705e-05,0.00040193167,0.00014834075
3.992,0.00013421391,0.00014901915,0.00033817135
4.004,-0.00060825096,0.00053501653,0.0006586559
4.012,-0.00075438496,0.00047567184,0.00017795424
4.024,-0.00029838792,0.00017061969,0.00095195597
4.032,-0.0006034077,-0.00020253862,0.0011233785
4.044,0.00042770378,0.000723635,0.0006969231
4.052,0.000931044,0.0006728424,0.00024929055
4.064,-0.0011577491,0.00039051994,0.00021873324
4.072,-0.0009297336,0.00065422367,0.00022297454
4.084,-0.00039289243,0.0005397153,0.0002832035
4.092,-0.0007104866,0.00072845933,0.0013489927
4.104,-0.00017484932,0.0007437663,0.0011198246
4.112,0.00021897061,0.0010177102,0.0006139011
4.124,-0.00051654683,-0.0002469988,0.00023923066
4.132,0.00013641256,2.8181617e-05,-0.00033721936
4.144,-4.4949542e-05,0.00046704122,0.00036373298
4.152,-0.0005469747,-0.0002055869,-1.2384895e-05
4.164,-0.0008789643,0.00021704793,0.00027223362
4.172,-0.0009355366,0.000648184,0.0011667713
4.184,-3.78174e-05,0.0008348105,-9.490315e-06
4.192,-0.00051706797,0.0007074935,0.0002038883
4.204,-0.00084660755,0.0008192388,0.0009936946
4.212,0.00067918305,-4.1363994e-05,0.00071916485
4.224,-0.00032447273,-0.0002250562,-9.9585726e-05
4.232,-0.00090648676,0.00067318114,0.00034791202
4.244,0.00024400005,6.630304e-05,0.0013414976
4.252,-8.399303e-05,-0.00091365975,7.15338e-05
4.264,0.0003907836,0.0003517117,-0.00020108256
4.272,-0.00028258018,0.0006197153,0.00042250426
4.284,0.00014896729,0.00053706486,-0.00033906914
4.292,0.00015515645,-0.000113144604,-0.00093272177
4.304,-8.4278974e-05,-0.0002416803,-0.00031147816
4.312,-0.00053197524,6.1875326e-06,0.00013533431
4.324,0.00028252546,-7.119568e-05,7.342977e-05
4.332,-9.5327996e-05,0.0005775459,0.0002840076
4.344,-0.00036908808,0.0005809809,0.0002218279
4.352,0.00022805686,2.5409745e-05,-0.00045936962
4.364,-6.799133e-05,-0.00018470033,-0.0006228746
4.372,-0.00036966222,0.00084197405,-5.7216446e-05
4.384,-0.0006054089,0.0004763228,-0.00039535042
4.392,-0.0004673486,0.0003135716,-0.00025348781
4.404,-0.0016921081,-2.3221935e-05,0.000757844
4.412,-0.00053045445,5.7131994e-05,0.0001139578
4.424,-0.00050083466,-8.237467e-05,0.00031548846
4.432,-0.00090664485,-0.00037264623,0.00012416081
4.444,-0.0007387644,0.00018029651,-0.00015702545
4.452,-0.0005944893,0.00016979083,0.00029402247
4.464,-0.00058098,0.00021670749,-0.0005279022
4.472,-0.00065655936,0.0011824195,-0.00065480574
4.484,0.00046751517,6.5471235e-05,0.0006378126
4.492,0.00053372537,-2.1989847e-05,0.00045213997
4.504,-0.00014872255,-8.173537e-05,-0.00068913767
4.512,8.3990904e-05,-7.284024e-05,-4.7776302e-05
4.524,-0.00049784034,0.0002622166,0.0010346267
4.532,-0.001148226,0.00017953172,0.0003856194
4.544,-0.0006464926,2.9693609e-05,-0.0004709854
4.552,-0.00013931477,2.548726e-05,9.619318e-05
4.564,-0.0006716629,0.00014950782,-0.0001562928
4.572,6.598937e-06,0.00043920064,-0.0011759874
4.584,0.00052113197,-0.00076478475,-0.0001153702
4.592,-0.00028068828,-0.00041632153,0.00019022543
4.604,-0.0004841528,-0.0006059153,-0.00016252269
4.612,-0.0005390695,0.0005448949,0.00080849475
4.624,-0.0004950927,0.000112428665,-5.113553e-05
4.632,-0.00011616331,0.00038341802,7.06782e-05
4.644,-0.00089328544,-0.00045557745,-3.1635383e-05
4.652,-0.0005434712,3.735474e-05,-0.00051783276
4.664,-9.056476e-05,-0.00013799634,-9.8719334e-05
4.672,-0.00028597662,0.00048466132,-3.6996775e-05
4.684,-0.00012920935,0.00022757416,0.0006085728
4.692,-7.878705e-06,0.00037118228,0.00060480664
4.704,-0.0003744879,0.00013778562,5.6952806e-05
4.712,0.0006430679,-0.0005888753,8.0359656e-05
4.724,-0.00032523018,-0.0003636143,7.664698e-05
4.732,-0.00075011945,0.0010865544,-0.00030420782
4.744,0.001041772,-7.0656686e-05,-0.0002976011
4.752,0.00093863247,-0.00034584253,-0.00025850156
4.764,0.00018643618,0.0005477171,-0.00027631296
4.772,-0.00024708302,0.0005651089,5.3378906e-05
4.784,0.00024010883,-0.00043481748,-0.00027029408
4.792,0.00011915377,-0.0011217229,-0.00073567097
4.804,0.00031628515,0.00039718742,-0.0004053982
4.812,-0.00019611053,1.5200112e-05,-0.0004506935
4.824,0.000532094,9.305597e-05,0.0006587986
4.832,0.0004483651,4.5908506e-05,-0.00058740575
4.844,0.0001667229,0.00078199245,-0.0001319221
4.852,2.499055e-07,0.0001396122,-0.00032139008
4.864,0.00077819946,-0.00030631223,-0.00011972154
4.872,0.00018432792,0.00029672094,0.0002656009
4.884,-0.00018932403,0.00022958886,-0.0005073115
4.892,-0.00036430598,0.00027324588,-0.0006536371
4.904,0.00035804886,-0.0003023517,-0.0008054832
4.912,0.0009793004,0.00038231656,-0.0003155964
4.924,0.00043277864,0.000500463,9.182624e-05
4.932,0.00046489737,0.00011547292,0.00025151295
4.944,0.00049996853,-0.00043301532,-0.0002421696
4.952,0.00054248486,-0.00010254692,-0.000244658
4.964,0.00013185998,0.0005632517,0.00016378702
4.972,0.000518403,0.00026111375,0.0003719135
4.984,0.00010067262,0.00014712816,0.00069254026
4.992,0.00052997994,0.00042550295,0.0016351457
5.004,0.00018141972,0.00034850292,-0.00021271019
5.012,0.00022188971,0.00029024194,-0.00012517435
5.024,-0.0001891125,0.00047168395,-6.029934e-05
5.032,-0.00034134043,-0.0001075956,0.00020620819
5.044,-0.0010133819,-0.0009405804,0.0011273546
5.052,0.0002926204,-0.00011406782,-0.00080686575
5.064,-0.0003095394,-0.00024175561,-0.00040706166
5.072,0.00043895314,-1.13624355e-05,-0.00018076607
5.084,-0.00031764497,0.00019498098,0.0005925943
5.092,-0.0008181397,-0.00069589075,0.00029514037
5.104,-4.8505597e-05,0.00026022823,-0.000649843
5.112,-0.00074429327,-0.00028002466,-0.00010398536
5.124,0.00019230628,-0.0007564447,0.0003825202
5.132,0.00017294852,-0.00029615016,0.00020449662
5.144,0.0002977153,-0.00022118221,-0.00026222778
5.152,0.0001124338,0.0001341326,6.834731e-05
5.164,-0.00018668611,-0.00081277307,0.000260691
5.172,0.00027761926,-0.0007985004,8.487458e-05
5.184,-4.6596033e-05,0.00013178382,8.8698114e-05
5.192,-0.00031097507,-0.00025798363,-0.00012460646
5.204,0.00033315993,-0.0006371613,0.00018663883
5.212,-0.00081362535,-4.2852816e-06,0.0004979728
5.224,-0.00037846775,0.0008655221,-0.0005610784
5.232,0.00017462511,0.00013991025,-0.0011040783
5.244,-0.0007758953,0.00076553895,0.00018877641
5.252,-0.0013956144,-0.00019123123,0.00036927054
