timestamp_s,roll_deg,pitch_deg,yaw_deg
3.936,0.005514091,0.0003775658,-0.005168527
3.952,0.005340721,0.00073260145,-0.00528698
3.956,0.00528703,0.0010072265,-0.005437169
3.96,0.00526949,0.001190926,-0.0054781297
3.96,0.0051445025,0.0013045906,-0.0055157277
3.964,0.0049470034,0.0013759695,-0.0055256756
3.968,0.0048593907,0.0015938013,-0.00538676
3.972,0.004916782,0.002025843,-0.005313158
3.976,0.0050295657,0.002348878,-0.0055163647
3.98,0.0050920895,0.0024638847,-0.005714616
3.984,0.005084661,0.0026911262,-0.0058591734
3.988,0.0050121904,0.0029060652,-0.0060549146
3.992,0.005059992,0.0029833422,-0.0061637443
3.996,0.0050970535,0.0030845571,-0.0061985306
4.0,0.0049783625,0.0032612288,-0.0060396893
4.004,0.004923058,0.0034113252,-0.005945748
4.008,0.004900713,0.0035221225,-0.0060572755
4.012,0.004075586,0.0041708313,-0.0053237644
4.016,0.0039134547,0.0044190222,-0.0052063395
4.02,0.003731052,0.00451259,-0.0048954925
4.024,0.0034473946,0.0046289973,-0.004532285
4.028,0.0031924576,0.004693714,-0.0043243137
4.032,0.002945189,0.0046519325,-0.0039748955
4.036,0.0028729439,0.004741513,-0.0036245612
4.04,0.0028780738,0.005025273,-0.0034926974
4.044,0.0029218837,0.0053076316,-0.003312755
4.048,0.0031032823,0.0054713283,-0.0031641982
4.052,0.0031489648,0.0056647626,-0.0031833006
4.056,0.0029601962,0.0057803066,-0.0031947833
4.06,0.0026019604,0.005841366,-0.0030852063
4.064,0.002194017,0.006192766,-0.002927399
4.068,0.001943931,0.0064382185,-0.0028069057
4.072,0.00176192,0.006477209,-0.0028733022
4.076,0.0015677642,0.0065878043,-0.0029221838
4.08,0.001398176,0.0067579793,-0.0028328553
4.084,0.00121297,0.007055732,-0.0025603666
4.088,0.0009336769,0.007200419,-0.0021846627
4.092,0.0007234235,0.0074562235,-0.0019012731
4.096,0.00057219615,0.007645066,-0.0017595884
4.1,0.00044839314,0.007769095,-0.0014424081
4.104,0.00038252005,0.008171598,-0.001079743
4.108,0.0003440183,0.008491431,-0.0010114136
4.112,0.00037298756,0.008530786,-0.00081487326
4.116,0.0002933606,0.008403309,-0.00061293895
4.12,8.340516e-05,0.008327457,-0.00049691566
4.124,-0.00013407016,0.008298077,-0.00045885463
4.128,-0.00017120336,0.008261673,-0.0005578007
4.132,9.178588e-06,0.00824814,-0.00048084592
4.136,0.00015916806,0.008281748,-0.0003438161
4.14,6.306002e-06,0.008384583,-0.00019570296
4.144,-0.00017169928,0.008391953,-0.000110302986
4.148,-0.00021723224,0.008277629,-7.968271e-05
4.152,-0.00054876134,0.00813128,-4.273833e-05
4.156,-0.000951917,0.008138912,-1.9806464e-05
4.16,-0.0010725773,0.008144009,7.942751e-05
4.164,-0.0013774391,0.00815248,0.00030059137
4.168,-0.0017479737,0.008220446,0.00068770506
4.172,-0.0018638832,0.00839995,0.0009505898
4.176,-0.0020102393,0.008722927,0.0009544276
4.18,-0.0020705583,0.008840929,0.000979234
4.184,-0.002116564,0.008792912,0.0011488063
4.188,-0.0023022594,0.008913715,0.0012097454
4.192,-0.0025650722,0.009131176,0.0013539594
4.196,-0.00291021,0.009102923,0.0015156174
4.2,-0.0031639633,0.009210573,0.0017890675
4.204,-0.0032477593,0.009442445,0.002156433
4.208,-0.0031426537,0.009265324,0.0023212037
4.212,-0.0028943962,0.00908798,0.0024677634
4.216,-0.0027916804,0.009013508,0.0025769956
4.22,-0.0029057043,0.008840313,0.0026020173
4.224,-0.003246618,0.00879555,0.0026129698
4.228,-0.003547549,0.008916928,0.0027218815
4.232,-0.0035251803,0.00900462,0.0030102218
4.236,-0.0035540895,0.008985022,0.0034225865
4.24,-0.0035572916,0.008959513,0.0037944566
4.244,-0.0035400689,0.008775779,0.0040096156
4.248,-0.0036463141,0.0083984705,0.004046141
4.252,-0.0036812208,0.008195568,0.0040479824
4.256,-0.0036402652,0.008054241,0.0040751062
4.26,-0.0036012938,0.008056889,0.0040052133
4.264,-0.003500697,0.008111848,0.004152168
4.268,-0.0035925985,0.008094862,0.004327593
4.272,-0.0038600569,0.008192213,0.004414427
4.276,-0.0037988205,0.008402913,0.0045596673
4.28,-0.003702343,0.008438539,0.004524839
4.284,-0.0038424723,0.008300276,0.0043667727
4.288,-0.0038500791,0.008211021,0.0041906205
4.292,-0.0037228866,0.008107884,0.004083334
4.296,-0.0037830817,0.008207898,0.0040005553
4.3,-0.0038483648,0.008065862,0.0039759837
4.304,-0.0038362537,0.0076580215,0.0038729706
4.308,-0.003972364,0.0076213176,0.003841671
4.312,-0.0041530747,0.00758161,0.0038701904
4.316,-0.0042109033,0.007377981,0.0038195525
4.32,-0.0041124993,0.0072791576,0.0037943113
4.324,-0.0040469235,0.0072663277,0.0037809976
4.328,-0.0041526593,0.0073901336,0.0037792097
4.332,-0.0042055426,0.0073868167,0.0038780794
4.336,-0.004198286,0.0072476366,0.004009269
4.34,-0.0043705665,0.0074457587,0.004045627
4.344,-0.0044061174,0.007451892,0.0038746018
4.348,-0.004288433,0.0073346007,0.0036907888
4.352,-0.004288874,0.007255378,0.0036463053
4.356,-0.0043046093,0.0069516622,0.0035360998
4.36,-0.0043176566,0.0068543325,0.003272185
4.364,-0.0043578916,0.006894173,0.0031184312
4.368,-0.0044804,0.007009596,0.003085077
4.372,-0.0045431685,0.0071626576,0.0030690308
