timestamp_s,x,y,z
3.82,-0.0002084744,-2.9985404e-05,0.00036871218
3.828,-0.00021897984,-3.149592e-05,0.00038370572
3.836,-0.00022964264,-3.2973956e-05,0.00039943942
3.844,-0.00024026685,-3.4752593e-05,0.00041597267
3.852,-0.00025076215,-3.6805206e-05,0.00043309145
3.86,-0.00026118994,-3.8951504e-05,0.00045056205
3.872,-0.00027170384,-4.08957e-05,0.0004682702
3.88,-0.0002821019,-4.2927317e-05,0.0004861644
3.888,-0.00029259987,-4.5049088e-05,0.0005040365
3.9,-0.00030377574,-4.7402908e-05,0.0005220351
3.904,-0.00031286367,-4.978243e-05,0.0005402034
3.916,-0.00032170027,-5.23358e-05,0.00055778504
3.92,-0.00033024035,-5.5116332e-05,0.0005752253
3.944,-0.00033861713,-5.8055095e-05,0.0005919062
3.96,-0.0003466133,-6.104651e-05,0.00060817605
3.964,-0.00035416294,-6.417646e-05,0.00062386313
3.972,-0.0003611796,-6.748558e-05,0.00063891074
3.98,-0.00036783324,-7.096447e-05,0.00065313425
3.988,-0.0003742626,-7.446224e-05,0.0006663346
3.996,-0.00038021014,-7.770459e-05,0.0006786595
4.004,-0.00038548486,-8.0724305e-05,0.0006902084
4.012,-0.0003900373,-8.387158e-05,0.00070122693
4.02,-0.00039410606,-8.680782e-05,0.000711894
4.028,-0.00039744916,-8.962733e-05,0.0007217242
4.036,-0.0003999895,-9.262185e-05,0.00073073397
4.044,-0.00040187058,-9.57017e-05,0.00073899695
4.052,-0.0004032819,-9.870321e-05,0.00074651185
4.06,-0.0004040234,-0.00010215222,0.0007529987
4.068,-0.00040418713,-0.00010586157,0.00075877155
4.076,-0.00040304914,-0.00010918519,0.00076239114
4.084,-0.00040135384,-0.00011248379,0.00076512643
4.092,-0.0004128822,-0.00012624852,0.00079984654
4.1,-0.00041069984,-0.00012993367,0.00080182083
4.108,-0.00040734003,-0.00013333219,0.00080201135
4.116,-0.00040375695,-0.00013664426,0.0008022234
4.124,-0.00040067738,-0.00013970511,0.0008024042
4.132,-0.00039748085,-0.00014283671,0.00080230983
4.14,-0.0003939947,-0.00014603858,0.00080194505
4.148,-0.00039020236,-0.00014927213,0.0008013064
4.156,-0.00038617192,-0.00015234572,0.00080040994
4.164,-0.00038191018,-0.00015529651,0.0007994486
4.172,-0.00037690892,-0.00015791335,0.00079827476
4.18,-0.00037142468,-0.00016021552,0.00079688546
4.188,-0.00036548133,-0.00016273887,0.00079510844
4.196,-0.00035883184,-0.00016500027,0.0007928279
4.204,-0.00035136766,-0.00016745154,0.0007901936
4.212,-0.00034326076,-0.00017009844,0.0007869562
4.22,-0.00033442542,-0.00017290405,0.00078307086
4.228,-0.00032449947,-0.00017578954,0.00077864336
4.236,-0.00031368068,-0.00017849739,0.00077416067
4.244,-0.00029682688,-0.00018036955,0.0007473082
4.252,-0.00028072824,-0.00018255849,0.00069664273
4.26,-0.00026501357,-0.00018484086,0.00062396016
4.268,-0.00024967804,-0.00018714603,0.0005311244
4.276,-0.00023423892,-0.0001892432,0.0004198053
4.284,-0.00021868228,-0.00019127391,0.00029117696
