timestamp_s,x,y,z
3.816,8.093325e-05,8.833921e-05,0.00039223488
3.824,8.543854e-05,9.4308576e-05,0.00040666852
3.832,9.00916e-05,0.00010044594,0.00042178255
3.84,9.516501e-05,0.000106839725,0.00043734565
3.848,0.00010085231,0.00011355008,0.00045517675
3.86,0.00010662835,0.0001204366,0.00047343285
3.868,0.00011229906,0.00012757462,0.0004918659
3.876,0.00011773402,0.00013477553,0.00051021564
3.892,0.00012330544,0.0001421261,0.00052880956
3.9,0.00012911615,0.00014959613,0.0005479087
3.908,0.0001351919,0.00015733656,0.0005676555
3.916,0.00014014059,0.00016431812,0.00058783195
3.924,0.00014500922,0.00017158076,0.0006069201
3.928,0.00014971047,0.0001787354,0.00062545564
3.944,0.00015432731,0.00018594117,0.00064322073
3.952,0.00015876244,0.00019300781,0.0006597944
3.96,0.00016281907,0.00019985448,0.00067533966
3.964,0.000166508,0.00020668295,0.0006897506
3.972,0.00016991762,0.00021332155,0.00070335995
3.98,0.00017318879,0.00021991204,0.00071612187
3.988,0.00017596195,0.0002264874,0.0007276691
3.996,0.000178465,0.0002330991,0.0007384105
4.004,0.0001809842,0.0002394601,0.0007484717
4.012,0.00018315729,0.00024598878,0.0007575813
4.02,0.00018465475,0.00025254887,0.0007658782
4.028,0.00018557579,0.0002586596,0.0007732439
4.036,0.00018594078,0.00026453103,0.00077921234
4.044,0.0001851399,0.00026996495,0.0007816154
4.052,0.00018439715,0.00027545044,0.00078362285
4.06,0.00018367464,0.00028071113,0.00078500854
4.068,0.00018286244,0.00028575293,0.000786068
4.076,0.00018194961,0.0002909836,0.0007863674
4.084,0.00018087863,0.00029654085,0.00078576
4.092,0.00017959403,0.00030226994,0.00078470353
4.1,0.00017757637,0.00030776585,0.00078145316
4.108,0.00017569221,0.00031232662,0.0007777731
4.116,0.00017356526,0.00031637264,0.00077384175
4.124,0.00017138812,0.00032021,0.00076954026
4.132,0.00016882343,0.000323942,0.00076490105
4.14,0.00016598155,0.00032792002,0.00075954886
4.148,0.00016292026,0.00033234907,0.0007535651
4.156,0.00015943343,0.00033728662,0.0007472994
4.164,0.00015562504,0.00034234393,0.00074067357
4.172,0.00015182629,0.00034771653,0.00073349505
4.18,0.00014788006,0.00035303654,0.0007258512
4.188,0.00014404282,0.00035828704,0.00071759056
4.196,0.00014003347,0.00036321464,0.00070902635
4.204,0.00013561944,0.00036785664,0.00070057454
4.212,0.00013060792,0.00037253628,0.0006921495
4.22,0.00012521302,0.00037734245,0.00068328023
4.228,0.00011959412,0.00038217418,0.00067428616
4.236,0.00011362447,0.00038673636,0.0006649633
4.244,0.00010725208,0.00039103176,0.00065527414
4.252,0.00010055701,0.000394952,0.000645558
4.26,9.389696e-05,0.00039875897,0.00063553115
4.268,8.7036715e-05,0.00040236162,0.0006254234
4.276,7.9609534e-05,0.0004057229,0.00061529403
4.284,7.2092735e-05,0.0004090412,0.00060505775
4.292,6.448713e-05,0.00041235672,0.00059484947
4.3,5.6254637e-05,0.00041565028,0.00058460934
4.308,4.7460333e-05,0.00041889207,0.00057420676
4.316,3.977152e-05,0.00041963626,0.0005638855
4.324,3.212931e-05,0.0004200568,0.00055417913
4.332,2.4097653e-05,0.00042052442,0.00054472865
4.34,1.5590827e-05,0.00042098036,0.000535441
4.348,6.805846e-06,0.00042117108,0.0005261139
4.356,-1.9934555e-06,0.00042149957,0.00051670335
4.364,-1.0887145e-05,0.00042219696,0.0005072911
4.372,-2.0261345e-05,0.00042305072,0.0004973942
4.38,-3.0218112e-05,0.00042389287,0.00048705135
4.388,-4.045096e-05,0.0004246418,0.0004764063
4.396,-5.1007693e-05,0.0004252146,0.0004657286
4.404,-6.1727376e-05,0.0004258694,0.0004551801
4.412,-7.278122e-05,0.00042673902,0.00044460263
4.42,-8.4356834e-05,0.00042764135,0.00043365834
4.428,-9.596097e-05,0.0004283258,0.00042269332
4.436,-0.00010772636,0.0004288975,0.00041190654
4.444,-0.00011999421,0.00042974734,0.00040142794
4.452,-0.00013262442,0.00043041512,0.00039109247
4.46,-0.00014522634,0.00043092025,0.00038066183
4.468,-0.00015810638,0.0004312378,0.0003697519
4.476,-0.00017144658,0.00043157273,0.00035866894
4.484,-0.0001852698,0.00043159435,0.00034752037
4.492,-0.00019955564,0.00043168763,0.00033651316
4.5,-0.00021375733,0.00043121297,0.00032567783
4.508,-0.00022824536,0.0004307041,0.00031509707
4.516,-0.00024286658,0.00043026378,0.00030482153
4.524,-0.0002543502,0.00042604117,0.0002950093
4.532,-0.00026586888,0.00042152623,0.00028563314
4.54,-0.00027721826,0.00041685475,0.00027631075
4.548,-0.0002882017,0.000411939,0.0002672929
4.556,-0.0002990161,0.00040726273,0.00025823494
4.564,-0.00030961315,0.00040286485,0.0002490244
4.572,-0.0003202229,0.00039839052,0.0002396158
4.58,-0.0003308305,0.0003936838,0.00022989542
4.588,-0.0003416981,0.00038862333,0.00022027848
4.596,-0.0003526722,0.00038332297,0.00021054843
4.604,-0.00036383217,0.00037785128,0.000200774
4.612,-0.00037488647,0.00037222562,0.00019127
4.62,-0.00038584069,0.00036674357,0.00018210769
4.628,-0.00039667793,0.00036120397,0.00017254299
4.636,-0.00040762097,0.0003553502,0.00016251838
4.644,-0.00041838232,0.0003494892,0.00015279569
4.652,-0.0004291928,0.00034356807,0.00014339334
4.66,-0.00027481024,0.0002607622,9.459257e-05
4.668,-0.00028537304,0.00025463945,8.535385e-05
4.676,-0.00029600906,0.0002479443,7.651746e-05
4.684,-0.00030680562,0.00024125958,6.7949295e-05
4.692,-0.00031750638,0.0002345909,5.9455633e-05
4.7,-0.0003277774,0.00022773967,-3.4749508e-05
4.708,-0.00033784154,0.00022089359,-0.00012686849
4.716,-0.00034756088,0.00021379544,-0.00021651387
4.724,-0.00035710903,0.00020654539,-0.00030349195
4.732,-0.00036657727,0.00019938378,-0.00018121302
4.74,-0.00037622234,0.00019237313,-6.2316656e-05
4.748,-0.00038595792,0.00018537899,5.3465366e-05
4.756,-0.00039552446,0.00017820745,0.00016590953
4.764,-0.0004051451,0.00017111277,0.00033564866
4.772,-0.00041492668,0.00016396218,0.0005005151
4.78,-0.00042496182,0.00015677557,0.0006609559
4.788,-0.000435096,0.00014963168,0.0008170754
4.796,-0.0004452079,0.00014277855,0.0010649115
4.804,-0.00045526391,0.00013628857,0.0013055503
4.812,-0.000465443,0.00012987292,0.0015394688
4.82,-0.0004758753,0.00012320209,0.0017668158
4.828,-0.0004864024,0.000116333504,0.0020950586
4.836,-0.00049694895,0.00010940914,0.0024139285
4.844,-0.00050744985,0.00010231541,0.0027236044
4.852,-0.0005174917,9.493202e-05,0.0030240119
4.86,-0.0005274353,8.7653476e-05,0.003440857
4.868,-0.0005375917,8.0383914e-05,0.0038449913
4.876,-0.0005475749,7.3367984e-05,0.0042369366
4.884,-0.0005573529,6.64307e-05,0.0046171993
4.892,-0.000567184,5.9476777e-05,0.0051146
4.9,-0.0005758614,5.2541764e-05,0.005597055
4.908,-0.0005843504,4.5448633e-05,0.0058095604
4.916,-0.00059253443,3.8485614e-05,0.0060154945
4.924,-0.00060075143,3.2070446e-05,0.006285757
4.932,-0.0006156526,2.2453502e-05,0.006548047
4.94,-0.000615827,2.0075719e-05,0.0068029463
4.948,-0.00061567983,1.7938528e-05,0.007050395
4.956,-0.00061540643,1.5772368e-05,0.007290721
4.964,-0.00061513024,1.3628833e-05,0.007571444
4.972,-0.0006146832,1.1752581e-05,0.007920891
4.98,-0.0006139087,9.896437e-06,0.008260414
4.988,-0.0006131342,7.932447e-06,0.008590192
4.996,-0.00061202724,5.99479e-06,0.0089045465
5.004,-0.0006107183,4.028885e-06,0.009209663
5.012,-0.00060939527,2.0416735e-06,0.009505823
5.02,-0.0006080411,-5.6018248e-08,0.009793088
5.028,-0.028940994,-0.03323535,0.01011619
5.036,-0.028871251,-0.033441186,0.010345429
5.044,-0.028799467,-0.033653215,0.010562524
5.052,-0.028725805,-0.033871394,0.0107681155
5.06,-0.02857921,-0.033830598,0.010934144
5.068,-0.02843348,-0.033802498,0.011089772
5.076,-0.028288743,-0.03378693,0.011235505
5.084,-0.028145546,-0.03378367,0.011372238
5.092,-0.027816111,-0.033775594,0.01142633
5.1,-0.027491445,-0.033778068,0.011472106
5.108,-0.027171407,-0.033790573,0.0115100145
5.116,-0.02685628,-0.03381309,0.011539757
5.124,-0.026397219,-0.033766598,0.0115752965
5.132,-0.025945826,-0.033732325,0.0116042495
5.14,-0.025501873,-0.033710103,0.011626735
5.148,-0.025065364,-0.03369964,0.011762321
5.156,-0.024496447,-0.033643354,0.011899471
5.164,-0.023938226,-0.03360052,0.012028307
5.172,-0.02339052,-0.033570714,0.012149245
5.18,-0.022852743,-0.03355352,0.012262076
5.188,-0.022201058,-0.033475682,0.012394622
5.196,-0.021565896,-0.033404186,0.012523636
