target_speed,mean_speed,mean_rpm,kf_est,kf_true,kf_error_pct,horizontal_accel
5,5.028082,339.1894701986755,4.6899197475922834e-05,3.746875e-05,25.168833964097644,0.03627328
10,9.758441,343.2488012618298,4.579840001676267e-05,3.746875e-05,22.230925816213972,0.07464567
15,14.489524,340.95594409282705,4.641691211193483e-05,3.746875e-05,23.881667021010383,0.09960375
25,23.537344,355.02332768361583,4.281083902165869e-05,3.746875e-05,14.257451934368474,0.042422723
40,44.59432,430.56990634755454,2.910483682485094e-05,3.746875e-05,22.32237044243285,0.092009686
50,45.293938,419.69326754385963,3.063497177056609e-05,3.746875e-05,18.238607451366573,0.101238735
70,59.085754,488.1908070500929,2.2649529839153725e-05,3.746875e-05,39.55087949516937,0.2572119
85,67.85624,538.8708452967645,1.8615788340353674e-05,3.746875e-05,50.31649483808861,0.5316647
97,69.52839,529.25004048583,1.932469461749195e-05,3.746875e-05,48.42450143788637,0.7408082
