timestamp_s,x,y,z
3.768,-0.00015540411,0.00022451604,0.00039001246
3.776,-0.00015806359,0.00023399798,0.0004044645
3.784,-0.00016068628,0.0002436411,0.00041945645
3.792,-0.00016323723,0.0002532746,0.00043668685
3.8,-0.00016569195,0.00026308247,0.00045439927
3.812,-0.00016803056,0.0002730587,0.00047253564
3.824,-0.00017030918,0.00028315408,0.0004907022
3.836,-0.000174711,0.0003036883,0.0005282551
3.84,-0.00017678426,0.00031443572,0.0005474282
3.852,-0.0001774893,0.00032282976,0.0005668551
3.876,-0.00017811604,0.00033141993,0.00058508076
3.88,-0.00017887398,0.00033973818,0.0006026023
3.896,-0.0001797842,0.00034776833,0.0006192974
3.904,-0.0001805848,0.00035563193,0.00063485897
3.908,-0.00018109406,0.00036355565,0.000649426
3.916,-0.00018111047,0.00037122442,0.0006627979
3.924,-0.0001810464,0.0003783086,0.00067520194
3.932,-0.00018117767,0.00038484408,0.00068665657
3.94,-0.00018121552,0.00039110566,0.0006972477
3.948,-0.0001812179,0.0003969998,0.0007069717
3.956,-0.00018130745,0.00040285027,0.00071555673
3.964,-0.00018133235,0.00040811082,0.00072301965
3.972,-0.00018126394,0.00041317582,0.0007294156
3.98,-0.00018118313,0.0004179203,0.0007348424
3.988,-0.00018102807,0.00042229597,0.00073968066
3.996,-0.00018118725,0.00042662505,0.0007437854
4.004,-0.00018157877,0.0004309848,0.00074718596
4.012,-0.00019082794,0.0004585826,0.000781276
4.02,-0.00019119974,0.0004629064,0.00078247016
4.028,-0.0001908906,0.0004657488,0.00078102265
4.036,-0.00019050395,0.00046816774,0.000778965
4.044,-0.00019027219,0.00047018053,0.00077634235
4.052,-0.00018994811,0.00047187338,0.0007729776
4.06,-0.00018907971,0.00047327825,0.00076895935
4.068,-0.00018803195,0.00047416636,0.00076433946
4.076,-0.00018674787,0.00047461002,0.0007589363
4.084,-0.00018558808,0.00047470356,0.0007532376
4.092,-0.00018466446,0.00047439546,0.00074711844
4.1,-0.00018359514,0.0004738531,0.00074049697
4.108,-0.00018257533,0.00047299394,0.00073335756
4.116,-0.00018151145,0.00047189256,0.00072564825
